relative_time,LinearAccelerometerSensor,AccX,AccY,AccZ
0,7.283339041119164,15.794548988342285,-2.9257144927978516,-1.4867992401123047
40,3.1235084025668574,8.291120529174805,-2.075772762298584,-0.545877993106842
80,3.404006639234297,8.29590892791748,1.3910311460494995,-1.9105730056762695
119,0.7083386720194368,,0.1604115068912506,
120,,10.462661743164062,,0.9792284965515137
159,2.759038031492573,7.546523571014404,-1.2186486721038818,1.3024457693099976
199,4.625838951107887,5.480327606201172,-1.216254472732544,0.4357447028160095
239,4.677323344415361,,,
240,,5.2480902671813965,-0.20350714027881622,-0.35673606395721436
279,2.088420404606542,,,
280,,8.111555099487305,1.8842366933822632,0.27054479718208313
320,2.9156493092920814,9.390059471130371,2.980781078338623,1.843535304069519
360,2.8771246647242705,9.528923034667969,3.203441858291626,1.4891934394836426
401,5.601453537991835,14.717158317565918,2.013523578643799,2.3750481605529785
439,4.786823689073312,,,
440,,12.229581832885742,3.2848446369171143,3.6080620288848877
479,2.4704443995896006,,,
480,,10.630255699157715,2.0853497982025146,2.717418909072876
519,7.617656235577811,,2.22660756111145,
520,,15.840038299560547,,-4.113238334655762
559,2.508791913498283,9.35654067993164,1.3934253454208374,-2.1308395862579346
599,3.8591249207312006,,0.24660277366638184,
600,,7.2113356590271,,-2.0901381969451904
638,0.9972603343161351,,,
639,,9.62947940826416,1.0295066833496094,0.07182604819536209
679,2.590010187430948,11.69806957244873,3.380612850189209,0.16759411990642548
718,5.0756202506644525,,,
719,,4.63517427444458,1.9105730056762695,-0.15562310814857483
758,5.238048755967957,,,
759,,4.611232280731201,0.1149216815829277,0.2992752194404602
797,3.3441183297334556,,,
798,,7.187393665313721,-1.0606313943862915,1.237802267074585
827,2.3900912817278455,8.705317497253418,-0.5219359993934631,
828,,,,2.2577321529388428
836,2.484811708466455,9.828198432922363,-0.2561795711517334,
837,,,,2.918531894683838
856,3.1927669617257077,9.86889934539795,0.2585737705230713,3.9240965843200684
876,2.7702786361251173,10.000580787658691,1.0438719987869263,3.6559460163116455
896,2.4229373693743397,11.78904914855957,0.9241618514060974,2.3127987384796143
916,2.6475622480673344,,,
917,,12.346898078918457,0.608127236366272,0.7374141216278076
937,4.090517354762629,13.555970191955566,-0.1149216815829277,2.3511061668395996
957,7.617782428690083,12.938265800476074,-0.10295066982507706,8.099584579467773
977,6.696017251597505,,,
978,,12.567164421081543,2.1164743900299072,7.304709434509277
997,4.2464634261510685,13.42668342590332,2.315192937850952,2.2146365642547607
1017,4.322286144678472,13.014880180358887,1.213860273361206,-0.8786720037460327
1037,6.28144798156581,,-3.0142998695373535,
1038,,14.408306121826172,,-0.8403648138046265
1056,5.260978663674068,,-3.406949043273926,
1057,,12.540828704833984,,-1.0558429956436157
1077,2.958521680253795,,-2.3271639347076416,
1078,,9.646238327026367,,-0.2322375625371933
1097,4.121017845864963,7.939172744750977,-0.5578489899635315,
1098,,,,-2.008735179901123
1116,4.391695048308668,8.542511940002441,1.2856862545013428,-2.296039342880249
1136,3.093430936139522,,1.436521053314209,
1137,,9.418789863586426,,-0.9864110946655273
1157,1.5244249322712644,9.892841339111328,-0.3471592366695404,-0.009576806798577309
1176,1.3338966620052517,8.453926086425781,-0.6057330369949341,1.194706678390503
1195,2.705077067350876,,,
1196,,7.4555439949035645,-1.434126853942871,1.6400281190872192
1216,3.568347081088565,6.75883150100708,-1.8267759084701538,1.216254472732544
1236,3.7802738159147964,6.291962146759033,-1.213860273361206,0.5746083855628967
1255,4.6196906054716695,5.264849662780762,-0.1149216815829277,
1256,,,,-0.040701430290937424
1275,4.425782327407746,,,
1276,,5.415684223175049,0.6224924325942993,0.05027823522686958
1295,3.5631396070822294,,,
1296,,6.335057735443115,1.1635819673538208,0.11013327538967133
1315,2.1620233616868,,,
1316,,7.982268333435059,1.5921441316604614,0.14365209639072418
1335,2.2435877876832144,,,
1336,,8.595184326171875,2.4157495498657227,0.7948749661445618
1355,2.4177800168037957,,,
1356,,8.992621421813965,2.4636335372924805,1.7501614093780518
1376,3.025120623997312,8.916007041931152,2.717418909072876,2.43011474609375
1395,3.5523572053606234,8.307879447937012,2.8586769104003906,2.8371291160583496
1415,2.8227305521029438,,,
1416,,10.189722061157227,2.698265314102173,2.410961151123047
1434,4.654369204811985,,,
1435,,13.613430976867676,2.449268341064453,2.387019157409668
1454,7.1390721074534556,,,
1455,,16.666038513183594,2.5522189140319824,0.6631938815116882
1474,6.416060811294459,,,
1475,,14.647726058959961,4.244919776916504,2.6791117191314697
1494,5.291483157522818,,,
1495,,11.654973983764648,3.4596214294433594,4.836287498474121
1514,4.62591275667813,,2.8131868839263916,
1515,,10.51054573059082,,5.020640850067139
1534,3.3624206930685063,,0.33518823981285095,
1535,,12.847286224365234,,-0.07661445438861847
1554,6.7188431134536195,15.43062973022461,1.601720929145813,
1555,,,,-2.8155810832977295
1572,8.241949604090477,12.959814071655273,1.7118542194366455,
1573,,,,-6.947973251342773
1592,3.288684669231408,10.292673110961914,1.0199298858642578,-2.6001031398773193
1612,2.7979147912249003,,,
1613,,7.438784599304199,1.4748282432556152,-1.1037269830703735
1632,2.9297620433224885,7.649474620819092,0.090979665517807,-0.6536170840263367
1653,3.5032588228770534,8.255207061767578,-0.912190854549408,-0.9528923034667969
1673,1.7256735329882227,,,
1674,,9.488221168518066,0.33279404044151306,-0.1388636976480484
1692,1.827484475107694,,2.0183119773864746,
1693,,11.439496040344238,,0.45010992884635925
1712,2.458562764814084,,3.1747114658355713,
1713,,11.578359603881836,,0.2106897532939911
1733,3.3951248334763324,,,
1734,,7.050923824310303,3.1507694721221924,-0.8307880163192749
1753,5.458818933371839,,2.2170307636260986,
1754,,4.357447147369385,,-0.2346317619085312
1772,6.115469855834234,,,
1773,,3.665522813796997,1.0438719987869263,-0.2513911724090576
1793,5.6921588973427,4.091690540313721,0.4596867263317108,0.17717093229293823
1813,5.090608341758829,4.987122058868408,-0.7829039692878723,0.5578489899635315
1832,2.8817285500260352,,,
1833,,7.620744228363037,-1.0055646896362305,0.6919242739677429
1853,1.7679260923032614,9.763554573059082,-0.14604631066322327,2.0254945755004883
1872,2.741240161159687,10.232817649841309,-0.0933738648891449,
1873,,,,3.00711727142334
1892,4.09633083381321,,,
1893,,9.734824180603027,-0.849941611289978,4.271255970001221
1911,2.8209731577745942,9.763554573059082,0.10055647045373917,3.383007049560547
1931,2.373043157629547,11.678915977478027,-0.3519476354122162,1.656787633895874
1950,3.5929932170647825,,,
1951,,12.957419395446777,1.4724340438842773,2.2457611560821533
1970,3.4667609758264533,,,
1971,,12.342109680175781,1.5753847360610962,3.050212860107422
1990,7.114686428084565,,,
1991,,12.859257698059082,1.644816517829895,7.364564418792725
2010,4.479168890427621,,,
2011,,11.39400577545166,0.7709329724311829,5.322310447692871
2031,5.221156313628502,14.765042304992676,1.2641384601593018,0.19153612852096558
2050,6.204154978839974,,,
2051,,15.693992614746094,-0.2849099934101105,-0.4165911078453064
2070,8.133834496154925,,-3.713406801223755,
2071,,15.995661735534668,,-2.2457611560821533
2090,3.6377586246587743,12.18409252166748,-2.2409727573394775,-0.14604631066322327
2110,3.2511777944441036,,,
2111,,8.178592681884766,-1.414973258972168,-1.1420341730117798
2130,4.900501163310884,7.16584587097168,0.8738836050033569,
2131,,,,-2.5977089405059814
2150,4.202393195107304,,,
2151,,7.85537576675415,1.6208745241165161,-1.9177556037902832
2170,2.1866779417623414,9.188945770263672,0.7637503147125244,
2171,,,,-0.586579442024231
2189,1.0332673310663778,,,
2190,,10.414777755737305,-0.7996633648872375,0.933738648891449
2209,1.683047389618395,,,
2210,,8.650250434875488,-1.1851298809051514,1.599326729774475
2229,2.93271263086654,7.295132637023926,-1.455674648284912,
2230,,,,1.2258312702178955
2249,3.5206691244682986,,-0.9816226959228516,
2250,,6.461950302124023,,0.8978256583213806
2269,4.147885503161685,,,
2270,,5.748478412628174,0.12689268589019775,-0.12210428714752197
2289,4.880943001484471,5.013458251953125,0.6488286852836609,-0.2561795711517334
2309,4.371253016675083,,,
2310,,5.523423194885254,0.9672574996948242,-0.17238251864910126
2330,3.0420175811540426,,,
2331,,6.833051681518555,1.4317326545715332,0.5770025849342346
2350,3.019785012936025,,2.0231003761291504,
2351,,7.089231014251709,,0.38067805767059326
2369,2.723261280235014,,,
2370,,7.376535415649414,1.9919757843017578,
